token,feature_index,count_0,count_1,freq_0,freq_1,log_odds_ratio,variance,z_score
point <pronoun>,13404,87,30,5.080131483145554e-06,7.137857243806839e-06,-0.34007747963949697,0.04482787570983895,-1.6062154306546115
and can't,2522,87,30,5.080131483145554e-06,7.137857243806839e-06,-0.34007747963949697,0.04482787570983895,-1.6062154306546115
de,5396,474,136,2.7677957735758538e-05,3.235828617192433e-05,-0.15623843355991163,0.009462940474377768,-1.6061082834919536
also love,2382,157,50,9.167593596021287e-06,1.1896428739678064e-05,-0.2605661003254678,0.02636971879991563,-1.6045940002400378
and listen,2612,157,50,9.167593596021287e-06,1.1896428739678064e-05,-0.2605661003254678,0.02636971879991563,-1.6045940002400378
a child,1684,273,82,1.594110224021536e-05,1.9510143133072023e-05,-0.2020372022878565,0.01585841924192619,-1.6043584223606577
even flinch,6389,175,55,1.0218655282189334e-05,1.308607161364587e-05,-0.2473362522973357,0.023896396303664615,-1.6000058476690253
this just,17135,403,117,2.353210330698458e-05,2.783764325084667e-05,-0.16802786547687987,0.01102869252285116,-1.5999974701825226
! ok,164,193,60,1.126971696835738e-05,1.4275714487613677e-05,-0.23644355468526967,0.021848306528338378,-1.5996264983938744
or go,12889,94,32,5.488877694433128e-06,7.613714393393961e-06,-0.3272294062385299,0.04188858775758802,-1.5988380120399075
show hot,14924,94,32,5.488877694433128e-06,7.613714393393961e-06,-0.3272294062385299,0.04188858775758802,-1.5988380120399075
must've,11758,94,32,5.488877694433128e-06,7.613714393393961e-06,-0.3272294062385299,0.04188858775758802,-1.5988380120399075
get dave,7507,603,170,3.5210566486629534e-05,4.0447857714905415e-05,-0.13867266999244698,0.007541022712646335,-1.5968927644036026
like there,10619,143,46,8.350101173446141e-06,1.0944714440503818e-05,-0.27058553063116975,0.028732429130569476,-1.5963142745484395
cool for,5024,77,27,4.496208324163307e-06,6.424071519426155e-06,-0.3568195283875717,0.050024338835492725,-1.5953571982253558
because they,3660,516,147,3.0130435003483976e-05,3.497550049465351e-05,-0.1491168568337411,0.008741000360192626,-1.5949466903837486
to become,17417,255,77,1.4890040554047315e-05,1.832050025910422e-05,-0.20733148741735796,0.016908875075731092,-1.594438988730152
lay back,10417,101,34,5.897623905720701e-06,8.089571542981083e-06,-0.3160283623251896,0.03931304503210699,-1.593887698153207
those thing,17238,101,34,5.897623905720701e-06,8.089571542981083e-06,-0.3160283623251896,0.03931304503210699,-1.593887698153207
doesn't want,5762,101,34,5.897623905720701e-06,8.089571542981083e-06,-0.3160283623251896,0.03931304503210699,-1.593887698153207
b,3069,3562,927,0.0002079934292294766,0.0002205597888336313,-0.05867487781603842,0.0013597859321736285,-1.5911712457294662
extra dab,6573,129,42,7.532608750870994e-06,9.993000141329574e-06,-0.28264584216807087,0.031561753090841714,-1.5909701894489323
good day,7850,129,42,7.532608750870994e-06,9.993000141329574e-06,-0.28264584216807087,0.031561753090841714,-1.5909701894489323
choice,4733,775,215,4.525404482112419e-05,5.115464358061567e-05,-0.12256709474884886,0.005941780625557929,-1.590067589195949
y'all be,19186,122,40,7.123862539583421e-06,9.51714299174245e-06,-0.28964696940253987,0.03319701237750282,-1.5897157925182448
my wing,11874,115,38,6.715116328295848e-06,9.041285842155328e-06,-0.29744252304172747,0.035011732460750185,-1.5896307518609323
shine,14741,115,38,6.715116328295848e-06,9.041285842155328e-06,-0.29744252304172747,0.035011732460750185,-1.5896307518609323
there so,16894,115,38,6.715116328295848e-06,9.041285842155328e-06,-0.29744252304172747,0.035011732460750185,-1.5896307518609323
didn't like,5544,237,72,1.3838978867879269e-05,1.7130857385136413e-05,-0.21339544899103124,0.018108591444685455,-1.5857795679706712
just don't,10045,237,72,1.3838978867879269e-05,1.7130857385136413e-05,-0.21339544899103124,0.018108591444685455,-1.5857795679706712
quite a,13689,179,56,1.0452224545782232e-05,1.3324000188439431e-05,-0.24275493099518286,0.023444027503215423,-1.5854478056567576
would have,19089,1983,526,0.0001157919624261797,0.00012515043034141323,-0.07773064722506717,0.002405723021387163,-1.5847817882314308
if it,9277,979,268,5.7166077264362044e-05,6.376485804467442e-05,-0.10924813468959726,0.004753089207551346,-1.5846233380670998
sound guy,15397,84,29,4.90495453545088e-06,6.899928669013277e-06,-0.34126718484175456,0.04638780979761204,-1.5845012861135483
and josh,2596,84,29,4.90495453545088e-06,6.899928669013277e-06,-0.34126718484175456,0.04638780979761204,-1.5845012861135483
( i,303,385,112,2.2481041620816535e-05,2.6648000376878863e-05,-0.17004589069063414,0.011526268339615254,-1.5838781887221636
someone who,15331,722,201,4.215925207851828e-05,4.7823643533505814e-05,-0.12607162826698115,0.006360461109862533,-1.5807859279366143
much but,11686,190,59,1.1094540020662704e-05,1.4037785912820114e-05,-0.2353024905490635,0.022212603084748723,-1.5787988297805349
spicy chicken,15449,219,67,1.2787917181711223e-05,1.5941214511168606e-05,-0.2204102209186285,0.019491876238627772,-1.5787192598647404
watch more,18306,91,31,5.313700746738453e-06,7.3757858186004e-06,-0.3279159208191622,0.04324736518510736,-1.5768220197510248
? you're,1603,91,31,5.313700746738453e-06,7.3757858186004e-06,-0.3279159208191622,0.04324736518510736,-1.5768220197510248
only <pronoun>,12820,91,31,5.313700746738453e-06,7.3757858186004e-06,-0.3279159208191622,0.04324736518510736,-1.5768220197510248
be too,3569,1550,415,9.050808964224839e-05,9.874035853932793e-05,-0.08706274501859568,0.0030550956208618475,-1.5751428717197613
.. so,391,140,45,8.174924225751466e-06,1.0706785865710257e-05,-0.2698087689352153,0.02936537096301123,-1.574484228228963
on so,12666,140,45,8.174924225751466e-06,1.0706785865710257e-05,-0.2698087689352153,0.02936537096301123,-1.574484228228963
tone,17646,311,92,1.81600102443479e-05,2.1889428881007636e-05,-0.18678557807963436,0.014085293200350806,-1.5738393333092158
more <pronoun>,11576,165,52,9.634732123207085e-06,1.2372285889265186e-05,-0.2500871553529649,0.02529166747936196,-1.5725434535149108
be raise,3497,98,33,5.722446958026027e-06,7.851642968187522e-06,-0.3163283745471759,0.040507401979133564,-1.5717047107647824
matthew,11221,183,57,1.0685793809375132e-05,1.3561928763232992e-05,-0.23835416617935046,0.023008633048723005,-1.5713659509188165
banana,3162,183,57,1.0685793809375132e-05,1.3561928763232992e-05,-0.23835416617935046,0.023008633048723005,-1.5713659509188165
upset,18010,326,96,1.9035894982821272e-05,2.2841143180181883e-05,-0.18224079993036213,0.013484445323556372,-1.5693834546424392
<pronoun> always,1071,738,205,4.309352913288988e-05,4.877535783268006e-05,-0.12385803148412933,0.006233357532329676,-1.5687840112364029
hear you,8512,105,35,6.1311931693136e-06,8.327500117774645e-06,-0.30617607177576467,0.0380955284646746,-1.5686795882189972
waste food,18285,105,35,6.1311931693136e-06,8.327500117774645e-06,-0.30617607177576467,0.0380955284646746,-1.5686795882189972
re not,13773,105,35,6.1311931693136e-06,8.327500117774645e-06,-0.30617607177576467,0.0380955284646746,-1.5686795882189972
... god,441,119,39,6.948685591888747e-06,9.27921441694889e-06,-0.28922665035393,0.03404467791544967,-1.5675221737597282
a rock,1935,119,39,6.948685591888747e-06,9.27921441694889e-06,-0.28922665035393,0.03404467791544967,-1.5675221737597282
so freaking,15187,112,37,6.539939380601173e-06,8.803357267361767e-06,-0.29720747031213435,0.03595588911902178,-1.567381458684118
with an,18939,315,93,1.8393579507940802e-05,2.21273574558012e-05,-0.1848167722373617,0.013927585269287482,-1.56604222659803
ima,9324,315,93,1.8393579507940802e-05,2.21273574558012e-05,-0.1848167722373617,0.013927585269287482,-1.56604222659803
too good,17664,256,77,1.4948432869945539e-05,1.832050025910422e-05,-0.2034175303672523,0.016893556441526802,-1.565048619503075
would've,19113,544,154,3.176541984863427e-05,3.664100051820844e-05,-0.1427944227464888,0.00833203662852259,-1.5643562437146767
mid,11434,176,55,1.0277047598087559e-05,1.308607161364587e-05,-0.24163817372598473,0.023863928758177496,-1.5642082524198522
lot,10914,4994,1287,0.0002916112255957345,0.00030621407575931334,-0.04887755291247586,0.0009775372864900265,-1.5633016585123836
! bill,37,356,104,2.0787664459768016e-05,2.474457177853037e-05,-0.17425031117529244,0.012424667543158584,-1.5632598504025956
university,17936,81,28,4.729777587756206e-06,6.662000094219716e-06,-0.34254344625508004,0.04806025375185605,-1.562509379437529
for guest,7032,81,28,4.729777587756206e-06,6.662000094219716e-06,-0.34254344625508004,0.04806025375185605,-1.562509379437529
interaction,9504,81,28,4.729777587756206e-06,6.662000094219716e-06,-0.34254344625508004,0.04806025375185605,-1.562509379437529
it haha,9695,81,28,4.729777587756206e-06,6.662000094219716e-06,-0.34254344625508004,0.04806025375185605,-1.562509379437529
cup,5204,842,232,4.916632998630525e-05,5.5199429352106214e-05,-0.11574958717402417,0.00549828861390007,-1.5610099967543234
remove,13961,282,84,1.6466633083299385e-05,1.9986000282659148e-05,-0.1936994298648127,0.015451154874310022,-1.558288514135723
youtube show,19551,216,66,1.2612740234016548e-05,1.5703285936375043e-05,-0.21916560314196332,0.019781437787763232,-1.5582727199650461
where it,18608,187,58,1.091936307296803e-05,1.3799857338026553e-05,-0.2341234499379361,0.02258926547481343,-1.557736012907438
we're,18423,900,247,5.255308430840228e-05,5.876835797400964e-05,-0.1117859859860264,0.005159989497079258,-1.5561911922276404
of them,12467,1747,465,0.00010201137587419866,0.00011063678727900599,-0.08117692454253778,0.0027232433193470646,-1.5555693240049508
all it,2315,88,30,5.138523799043779e-06,7.137857243806839e-06,-0.32864872716984905,0.04469725915814386,-1.554502798267439
wasn't,18278,2088,552,0.00012192315559549331,0.00013133657328604582,-0.0743817159306257,0.002290817330552153,-1.5540713818060006
about this,2093,1132,307,6.610010159679044e-05,7.30440724616233e-05,-0.09989963253559253,0.004141016789943249,-1.5524241675831116
really bad,13834,137,44,7.999747278056792e-06,1.0468857290916696e-05,-0.26899734724224267,0.03002683428848852,-1.5523627877518744
musk !,11751,137,44,7.999747278056792e-06,1.0468857290916696e-05,-0.26899734724224267,0.03002683428848852,-1.5523627877518744
talk show,15955,323,95,1.88607180351266e-05,2.260321460538832e-05,-0.1810144956656945,0.013622584989585986,-1.5508992700713122
people do,13145,162,51,9.459555175512411e-06,1.2134357314471625e-05,-0.24901814558610091,0.025780974747627312,-1.550891186359316
you forget,19356,180,56,1.0510616861680457e-05,1.3324000188439431e-05,-0.2371838284715455,0.0234129908674158,-1.550088973821089
everything be,6505,180,56,1.0510616861680457e-05,1.3324000188439431e-05,-0.2371838284715455,0.0234129908674158,-1.550088973821089
situation,15052,286,85,1.6700202346892283e-05,2.0223928857452707e-05,-0.19144915237628446,0.015261503085262368,-1.5497255509351173
know and,10270,95,32,5.547270010331352e-06,7.613714393393961e-06,-0.31664724014855317,0.04177660563774418,-1.5492058628616403
james hetfield,9875,95,32,5.547270010331352e-06,7.613714393393961e-06,-0.31664724014855317,0.04177660563774418,-1.5492058628616403
owen,13019,95,32,5.547270010331352e-06,7.613714393393961e-06,-0.31664724014855317,0.04177660563774418,-1.5492058628616403
review brah,14015,95,32,5.547270010331352e-06,7.613714393393961e-06,-0.31664724014855317,0.04177660563774418,-1.5492058628616403
have on,8436,701,195,4.093301344465556e-05,4.6396072084744445e-05,-0.12528332942386733,0.006555033795726557,-1.5474114951608915
<pronoun> need,1293,1210,327,7.065470223685197e-05,7.780264395749453e-05,-0.09637788069094455,0.003884845876840847,-1.5462883193532353
episode please,6320,102,34,5.956016221618926e-06,8.089571542981083e-06,-0.3061760090232539,0.03921597646876966,-1.546107337018458
bowl of,4057,102,34,5.956016221618926e-06,8.089571542981083e-06,-0.3061760090232539,0.03921597646876966,-1.546107337018458
who will,18698,102,34,5.956016221618926e-06,8.089571542981083e-06,-0.3061760090232539,0.03921597646876966,-1.546107337018458
channel but,4610,102,34,5.956016221618926e-06,8.089571542981083e-06,-0.3061760090232539,0.03921597646876966,-1.546107337018458
put the,13642,843,232,4.9224722302203476e-05,5.5199429352106214e-05,-0.11456258523673846,0.0054968797774811355,-1.545199952536164
tier,17313,116,38,6.773508644194072e-06,9.041285842155328e-06,-0.28878440327330956,0.03493676991537108,-1.5450137869046767
people ...,13136,116,38,6.773508644194072e-06,9.041285842155328e-06,-0.28878440327330956,0.03493676991537108,-1.5450137869046767
cause,4545,2616,686,0.00015275429838975597,0.00016321900230838304,-0.06627258709655415,0.001840284961454264,-1.544868030552252
️ this,19652,109,36,6.3647624329064994e-06,8.565428692568206e-06,-0.29695942247646023,0.03695238020972017,-1.5448129485772493
and didn,2535,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
will give,18789,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
<pronoun> hate,1228,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
... next,477,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
a famous,1744,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
red carpet,13904,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
spicy and,15447,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
gasp,7431,78,27,4.554600640061531e-06,6.424071519426155e-06,-0.3439160671063757,0.049857838617927,-1.5402305808980234
breast,4104,316,93,1.8451971823839026e-05,2.21273574558012e-05,-0.18164713963065005,0.013917539052040814,-1.5397398120484114
main,11034,331,97,1.9327856562312395e-05,2.3079071754975443e-05,-0.17738253976472507,0.01333072039830959,-1.5363284008522218
sauce from,14304,257,77,1.5006825185843764e-05,1.832050025910422e-05,-0.19951883222219635,0.016878357018420442,-1.5357439379862639
end the,6223,235,71,1.372219423608282e-05,1.689292881034285e-05,-0.20788371379216564,0.01834011941098498,-1.535038906056984
but sean,4320,235,71,1.372219423608282e-05,1.689292881034285e-05,-0.20788371379216564,0.01834011941098498,-1.535038906056984
do have,5687,246,74,1.4364509710963292e-05,1.7606714534723535e-05,-0.20352298038018724,0.01757884750200592,-1.5350349021410918
) you,340,141,45,8.233316541649692e-06,1.0706785865710257e-05,-0.2626912439223563,0.02931471238246101,-1.5342734799126971
doesn't <pronoun>,5748,85,29,4.963346851349105e-06,6.899928669013277e-06,-0.32943267060933756,0.046247753730530645,-1.5318680036617403
nothing be,12282,85,29,4.963346851349105e-06,6.899928669013277e-06,-0.32943267060933756,0.046247753730530645,-1.5318680036617403
fuck these,7263,85,29,4.963346851349105e-06,6.899928669013277e-06,-0.32943267060933756,0.046247753730530645,-1.5318680036617403
1 trend,556,159,50,9.284378227817738e-06,1.1896428739678064e-05,-0.2479075887311062,0.02628960019305619,-1.5289660086757235
afford,2200,177,55,1.0335439913985783e-05,1.308607161364587e-05,-0.2359723787326491,0.0238318280774307,-1.5285600044999113
say and,14368,177,55,1.0335439913985783e-05,1.308607161364587e-05,-0.2359723787326491,0.0238318280774307,-1.5285600044999113
creator !,5138,206,63,1.20288170750343e-05,1.498950021199436e-05,-0.22004769638739852,0.020727677655261005,-1.5284157465002803
that they,16255,1010,275,5.897623905720701e-05,6.543035806822935e-05,-0.10385814087586454,0.004626758130378525,-1.5268702940722232
if u,9291,508,144,2.966329647629818e-05,3.4261714770272825e-05,-0.14412264176668899,0.00891324311948956,-1.5265616145837642
be go,3365,2993,781,0.0001747682014833867,0.00018582221691377135,-0.06134090453046959,0.0016148187266950811,-1.5264700483013551
share the,14720,92,31,5.3720930626366785e-06,7.3757858186004e-06,-0.3169867935804014,0.04312791937409784,-1.5263773588188876
aside from,2912,92,31,5.3720930626366785e-06,7.3757858186004e-06,-0.3169867935804014,0.04312791937409784,-1.5263773588188876
refreshing,13921,92,31,5.3720930626366785e-06,7.3757858186004e-06,-0.3169867935804014,0.04312791937409784,-1.5263773588188876
foot,6988,425,122,2.4816734256745524e-05,2.9027286124814476e-05,-0.1567222754385238,0.010549956952056553,-1.5258273131765283
go with,7781,239,72,1.3955763499675718e-05,1.7130857385136413e-05,-0.20499192282999523,0.01807328256497043,-1.5248187718292467
be happen,3377,120,39,7.007077907786971e-06,9.27921441694889e-06,-0.28085834362094886,0.03397464987884949,-1.5237363751907704
out after,12952,120,39,7.007077907786971e-06,9.27921441694889e-06,-0.28085834362094886,0.03397464987884949,-1.5237363751907704
intro be,9585,99,33,5.780839273924251e-06,7.851642968187522e-06,-0.3061759462707698,0.040404330412510896,-1.5232006338821062
sure be,15774,99,33,5.780839273924251e-06,7.851642968187522e-06,-0.3061759462707698,0.040404330412510896,-1.5232006338821062
48,714,99,33,5.780839273924251e-06,7.851642968187522e-06,-0.3061759462707698,0.040404330412510896,-1.5232006338821062
offense,12509,152,48,8.875632016530164e-06,1.1420571590090942e-05,-0.25210920778482127,0.027412572550019536,-1.5226981169300116
real hot,13803,113,37,6.5983316964993985e-06,8.803357267361767e-06,-0.2883184659064515,0.035876875184471045,-1.5221769935362044
wing that's,18890,106,35,6.189585485211825e-06,8.327500117774645e-06,-0.29669727091558507,0.03800568117375311,-1.5219111233266014
comment and,4918,170,53,9.92669370269821e-06,1.2610214464058747e-05,-0.23928233491605155,0.024750569709963838,-1.5209608589830494
good job,7872,1391,373,8.122371141443064e-05,8.874735839799835e-05,-0.0885939533729001,0.0034001681179052566,-1.5193362031424305
unique,17931,399,115,2.329853404339168e-05,2.7361786101259548e-05,-0.16076096308005106,0.011202212193151253,-1.5188983203752315
s be,14196,328,96,1.915267961461772e-05,2.2841143180181883e-05,-0.17612445718706127,0.01346574114000842,-1.517765011174288
? 🤔,1605,265,79,1.5473963713029564e-05,1.879635740869134e-05,-0.19450753132125875,0.01643210626598928,-1.5173640991229231
hella,8564,868,238,5.06845301996591e-05,5.662700080086758e-05,-0.11087109903145809,0.005354049757961905,-1.5152250832196603
tho ?,17217,221,67,1.2904701813507673e-05,1.5941214511168606e-05,-0.2113191339606466,0.019450553053028997,-1.5152100594140379
😲,19937,243,73,1.4189332763268618e-05,1.7368785959929972e-05,-0.20218735839007707,0.01781414976908495,-1.5148563388706633
but we,4335,291,86,1.6992163926383406e-05,2.046185743224627e-05,-0.18581368272460352,0.015064626821613428,-1.5139045768794483
awesome i,3040,452,129,2.6393326785997594e-05,3.06927861483694e-05,-0.15092071410416708,0.009964621924413724,-1.5118838877157998
episode ..,6280,138,44,8.058139593955017e-06,1.0468857290916696e-05,-0.26172453069508883,0.029973941006942756,-1.5117239918943954
atleast,2982,192,59,1.1211324652459155e-05,1.4037785912820114e-05,-0.2248310756368621,0.022157778500572583,-1.51040435757361
like to,10625,2356,619,0.00013757229625621753,0.00014727778779721442,-0.0681806400131606,0.0020402530773619087,-1.5094511160475008
:) you,776,82,28,4.78816990365443e-06,6.662000094219716e-06,-0.3302732971428224,0.04790969664283966,-1.5089044924771253
hand in,8272,82,28,4.78816990365443e-06,6.662000094219716e-06,-0.3302732971428224,0.04790969664283966,-1.5089044924771253
look different,10858,82,28,4.78816990365443e-06,6.662000094219716e-06,-0.3302732971428224,0.04790969664283966,-1.5089044924771253
sunday,15747,82,28,4.78816990365443e-06,6.662000094219716e-06,-0.3302732971428224,0.04790969664283966,-1.5089044924771253
move <pronoun>,11655,82,28,4.78816990365443e-06,6.662000094219716e-06,-0.3302732971428224,0.04790969664283966,-1.5089044924771253
god what,7805,82,28,4.78816990365443e-06,6.662000094219716e-06,-0.3302732971428224,0.04790969664283966,-1.5089044924771253
article,2869,82,28,4.78816990365443e-06,6.662000094219716e-06,-0.3302732971428224,0.04790969664283966,-1.5089044924771253
maybe it,11238,131,42,7.649393382667443e-06,9.993000141329574e-06,-0.26726080900880156,0.03144340284858822,-1.5071986927520786
just sayin,10094,131,42,7.649393382667443e-06,9.993000141329574e-06,-0.26726080900880156,0.03144340284858822,-1.5071986927520786
keep talk,10168,131,42,7.649393382667443e-06,9.993000141329574e-06,-0.26726080900880156,0.03144340284858822,-1.5071986927520786
no offense,12149,131,42,7.649393382667443e-06,9.993000141329574e-06,-0.26726080900880156,0.03144340284858822,-1.5071986927520786
rest,14002,1318,354,7.696107235386023e-05,8.422671547692069e-05,-0.09021966536167447,0.0035838797731661647,-1.5070390154433384
luck,10980,377,109,2.2013903093630735e-05,2.5934214652498178e-05,-0.163892802887311,0.011827126070581452,-1.5070243497854476
you must,19401,174,54,1.0160262966291108e-05,1.284814303885231e-05,-0.23471761087855114,0.02426593726074221,-1.5067706106663412
jeez,9895,247,74,1.4422902026861516e-05,1.7606714534723535e-05,-0.19946612198212144,0.01756238984022714,-1.5051415252293385
( or,309,225,68,1.313827107710057e-05,1.6179143085962165e-05,-0.20819652394720478,0.01915061988056337,-1.504464887337523
markiplier,11186,225,68,1.313827107710057e-05,1.6179143085962165e-05,-0.20819652394720478,0.01915061988056337,-1.504464887337523
be about,3221,1000,272,5.839231589822476e-05,6.471657234384866e-05,-0.10283931067224295,0.004676766062135593,-1.5037870262537052
to those,17597,124,40,7.2406471713798704e-06,9.51714299174245e-06,-0.2733863343375358,0.03306480714668979,-1.503466670314015
guest do,8072,124,40,7.2406471713798704e-06,9.51714299174245e-06,-0.2733863343375358,0.03306480714668979,-1.503466670314015
a dog,1722,89,30,5.196916114942004e-06,7.137857243806839e-06,-0.31734911526575615,0.04456957780864066,-1.5032043774371695
^ _,1618,89,30,5.196916114942004e-06,7.137857243806839e-06,-0.31734911526575615,0.04456957780864066,-1.5032043774371695
miserable,11518,89,30,5.196916114942004e-06,7.137857243806839e-06,-0.31734911526575615,0.04456957780864066,-1.5032043774371695
sorry for,15380,284,84,1.6583417715095834e-05,1.9986000282659148e-05,-0.1866321470698562,0.015426182332676425,-1.5026478773091416
one in,12754,460,131,2.686046531318339e-05,3.116864329795653e-05,-0.14876133239763512,0.009807795413927275,-1.502119072674698
love spicy,10953,310,91,1.8101617928449676e-05,2.1651500306214077e-05,-0.17907694404010854,0.014215111301626124,-1.501981357512839
(:,313,96,32,5.605662326229578e-06,7.613714393393961e-06,-0.30617588351831415,0.04166695647774013,-1.4999441559353341
private,13530,96,32,5.605662326229578e-06,7.613714393393961e-06,-0.30617588351831415,0.04166695647774013,-1.4999441559353341
jason statham,9885,96,32,5.605662326229578e-06,7.613714393393961e-06,-0.30617588351831415,0.04166695647774013,-1.4999441559353341
99 %,761,96,32,5.605662326229578e-06,7.613714393393961e-06,-0.30617588351831415,0.04166695647774013,-1.4999441559353341
here who,8635,96,32,5.605662326229578e-06,7.613714393393961e-06,-0.30617588351831415,0.04166695647774013,-1.4999441559353341
much you,11712,110,36,6.423154748804724e-06,8.565428692568206e-06,-0.287826881963662,0.036868977344331644,-1.4989971503486466
stereotype,15568,110,36,6.423154748804724e-06,8.565428692568206e-06,-0.287826881963662,0.036868977344331644,-1.4989971503486466
and real,2644,167,52,9.751516755003536e-06,1.2372285889265186e-05,-0.23803870203130373,0.02521908534171497,-1.498935370610101
one they,12794,103,34,6.01440853751715e-06,8.089571542981083e-06,-0.29641977721595936,0.03912079273108825,-1.4986608188920922
awesome that,3049,103,34,6.01440853751715e-06,8.089571542981083e-06,-0.29641977721595936,0.03912079273108825,-1.4986608188920922
so badly,15162,103,34,6.01440853751715e-06,8.089571542981083e-06,-0.29641977721595936,0.03912079273108825,-1.4986608188920922
down <pronoun>,5859,196,60,1.1444893916052053e-05,1.4275714487613677e-05,-0.22101891174812316,0.02176900016135725,-1.4979944175274205
sean so,14517,196,60,1.1444893916052053e-05,1.4275714487613677e-05,-0.22101891174812316,0.02176900016135725,-1.4979944175274205
chan,4594,262,78,1.5298786765334886e-05,1.855842883389778e-05,-0.19315376524755123,0.016637600187382206,-1.4974689864756539
dish,5630,555,156,3.240773532351474e-05,3.711685766779556e-05,-0.13567879550733863,0.008212353065578742,-1.497194328567599
<pronoun> may,1276,207,63,1.2087209390932525e-05,1.498950021199436e-05,-0.21520501433208672,0.020704226587579165,-1.49562556600807
everyone else,6489,370,107,2.1605156882343163e-05,2.5458357502911056e-05,-0.16411586977637072,0.012048791306614178,-1.4951295934827353
oh wait,12539,218,66,1.2729524865812999e-05,1.5703285936375043e-05,-0.2099488328031569,0.019738964103119046,-1.494346414669902
eye i,6587,142,45,8.291708857547917e-06,1.0706785865710257e-05,-0.2556240194537569,0.029264767302708643,-1.4942701531387943
just let,10072,178,55,1.0393832229884008e-05,1.308607161364587e-05,-0.23033850355579766,0.023800088078310713,-1.4930599940902336
fuck this,7264,1055,286,6.160389327262713e-05,6.804757239095852e-05,-0.09948840834041128,0.004444666310548156,-1.4922888781351167
politics,13418,303,89,1.7692871717162104e-05,2.1175643156626955e-05,-0.17969323200452614,0.014536578895586088,-1.4903923586024534
now that,12323,735,203,4.29183521851952e-05,4.829950068309294e-05,-0.11812705712390681,0.00628694777828037,-1.4898051050832066
go home,7761,135,43,7.882962646260343e-06,1.0230928716123135e-05,-0.26071385660027424,0.030663512713098303,-1.4888575980461807
not talk,12262,135,43,7.882962646260343e-06,1.0230928716123135e-05,-0.26071385660027424,0.030663512713098303,-1.4888575980461807
afraid to,2203,135,43,7.882962646260343e-06,1.0230928716123135e-05,-0.26071385660027424,0.030663512713098303,-1.4888575980461807
one please,12779,292,86,1.705055624228163e-05,2.046185743224627e-05,-0.18238308982715346,0.015052858233562958,-1.4865348091941033
kind of,10238,2986,778,0.00017435945527209914,0.00018510843118939066,-0.0598335038116673,0.0016205392895952033,-1.486327979092382
the impression,16545,79,27,4.612992955959757e-06,6.424071519426155e-06,-0.3311769848783186,0.049695553594046996,-1.4855982579144231
the right,16689,529,149,3.08895351101609e-05,3.545135764424063e-05,-0.13774862840699953,0.00860206334984138,-1.4852035030153286
smooth,15126,333,97,1.9444641194108847e-05,2.3079071754975443e-05,-0.17135830942370234,0.013312575356447377,-1.4851630281612112
<pronoun> ate,1083,651,181,3.801339764974432e-05,4.306507203763459e-05,-0.12477863562563485,0.0070612552392866346,-1.4849070787662122
remember <pronoun>,13949,244,73,1.4247725079166843e-05,1.7368785959929972e-05,-0.198080518744284,0.017797284079844187,-1.4847895364703785
really don't,13840,171,53,9.985086018596434e-06,1.2610214464058747e-05,-0.2334171580408846,0.0247161699710894,-1.4847119034847394
with each,18946,128,41,7.4742164349727695e-06,9.755071566536011e-06,-0.2663302541087518,0.032203035028736914,-1.4841305375220533
? first,1501,128,41,7.4742164349727695e-06,9.755071566536011e-06,-0.2663302541087518,0.032203035028736914,-1.4841305375220533
not too,12267,128,41,7.4742164349727695e-06,9.755071566536011e-06,-0.2663302541087518,0.032203035028736914,-1.4841305375220533
me !,11254,720,199,4.204246744672183e-05,4.7347786383918696e-05,-0.11884511404032594,0.006414309680413006,-1.4839059283543425
good luck,7876,233,70,1.3605409604286369e-05,1.665500023554929e-05,-0.20224601918932272,0.018577852943928736,-1.4838234207676466
a movie,1868,378,109,2.207229540952896e-05,2.5934214652498178e-05,-0.16124373678814585,0.011820108818761037,-1.4831057439246986
mouth and,11643,281,83,1.640824076740116e-05,1.9748071707865585e-05,-0.18527546233114478,0.015607205265307705,-1.4830484337363155
about how,2079,928,253,5.418806915355258e-05,6.0195929422771e-05,-0.10514996243050767,0.005030450785812644,-1.4825374390868478
fancy,6679,121,39,7.065470223685196e-06,9.27921441694889e-06,-0.27255948374166294,0.03390577932993062,-1.4802137439979086
saturation,14283,121,39,7.065470223685196e-06,9.27921441694889e-06,-0.27255948374166294,0.03390577932993062,-1.4802137439979086
face in,6612,121,39,7.065470223685196e-06,9.27921441694889e-06,-0.27255948374166294,0.03390577932993062,-1.4802137439979086
beast <pronoun>,3629,86,29,5.021739167247329e-06,6.899928669013277e-06,-0.317736574256303,0.04611095477994044,-1.4796709631480727
traditional,17717,86,29,5.021739167247329e-06,6.899928669013277e-06,-0.317736574256303,0.04611095477994044,-1.4796709631480727
